Total Business Value,Emp_ID,Age,Gender,City,Education_Level,Salary,Joining Designation,Designation,Quarterly Rating,Target
11868520,2630,39,1,18,2,56808,1,2,1,1
0,2631,30,1,0,1,67162,2,2,1,0
8490390,2632,26,1,26,2,62716,2,2,1,1
6655210,2633,32,0,9,2,126357,3,3,3,0
0,2634,25,1,2,1,65507,2,2,1,1
0,2635,35,1,12,1,66890,2,2,1,0
1464860,2637,41,1,6,1,19724,1,1,1,1
21260010,2639,30,0,3,1,92763,3,3,4,0
0,2640,32,0,21,0,80788,2,2,1,0
0,2641,36,0,8,0,24985,1,1,1,1
4235570,2642,30,1,27,1,19447,1,1,1,1
0,2643,28,1,24,1,17044,2,2,1,1
2416390,2644,44,1,27,1,62354,1,2,2,1
553250,2645,32,0,18,0,69599,3,3,1,0
332040,2646,31,1,22,2,104157,3,3,1,0
0,2647,36,1,3,1,55601,2,2,1,1
8966620,2648,47,1,24,0,38047,1,1,1,1
8924290,2649,40,1,26,2,69098,2,2,1,1
4744440,2650,48,1,14,1,38788,1,1,3,1
4816290,2651,34,1,2,2,62292,2,2,1,1
0,2653,32,0,6,1,40216,2,2,1,1
289760,2654,30,1,10,1,65092,3,3,1,0
325210,2655,35,1,1,2,23955,1,1,1,1
0,2656,34,0,25,0,77739,2,2,1,1
0,2659,34,0,25,1,23641,2,2,1,1
22183450,2660,29,1,4,2,48747,1,3,2,0
9869790,2661,34,0,22,0,68037,1,2,1,1
0,2663,31,1,26,0,26716,1,1,1,1
903730,2664,37,0,14,0,21909,2,2,2,0
0,2665,36,0,8,2,22719,1,1,1,1
0,2666,28,1,25,0,69153,2,2,1,1
9437800,2667,41,1,0,0,103568,2,4,1,1
30121900,2668,35,1,7,1,112112,2,4,1,0
11417820,2670,33,0,16,0,38326,1,1,3,0
0,2671,35,0,16,0,114637,3,3,1,1
1162140,2672,37,0,9,2,56621,3,3,2,0
552950,2674,29,0,2,0,64610,1,2,1,1
2357400,2675,29,1,26,0,68500,2,2,3,1
0,2676,34,1,4,2,40608,1,1,1,1
74800,2677,25,1,13,0,42400,1,1,1,1
151150,2678,37,0,0,0,51668,3,3,1,0
202770,2680,28,1,28,0,61670,2,2,1,1
5117750,2682,43,1,25,1,102345,4,4,1,1
1418630,2683,48,0,25,0,81055,1,1,1,1
11666740,2684,37,1,13,0,25186,1,1,3,0
710000,2685,41,0,0,0,101984,4,4,1,0
1518990,2686,26,1,19,2,80394,3,3,2,0
2255560,2687,25,1,17,2,43753,1,2,1,1
29475240,2690,26,1,2,2,85428,1,3,4,0
2805970,2691,31,0,7,1,21445,3,3,2,1
2318270,2692,30,1,21,0,65156,2,2,1,1
2204570,2693,25,1,26,1,58571,1,1,1,1
995920,2694,38,0,12,2,69776,2,2,1,1
0,2695,35,1,6,1,77535,3,3,1,1
2657330,2696,37,0,15,0,99907,2,4,1,1
0,2697,29,1,12,1,52912,1,1,1,1
0,2698,26,1,13,0,58892,2,2,1,1
15075460,2699,39,1,21,1,92672,4,4,4,0
204330,2700,33,1,17,1,50306,2,2,1,1
0,2701,25,1,5,0,64281,1,1,1,1
0,2702,34,1,12,1,55845,3,3,1,1
432800,2703,38,1,7,1,27572,2,2,1,1
0,2704,33,1,3,0,29442,2,2,1,1
2031660,2705,36,1,16,0,59816,3,3,2,0
8598920,2706,38,1,7,1,76463,3,3,1,1
0,2707,25,1,16,1,12860,2,2,1,1
5516270,2708,26,0,22,2,37784,1,1,3,0
0,2709,31,0,8,2,37940,2,2,1,1
0,2710,38,1,24,0,59562,1,1,1,1
0,2711,38,0,8,1,39404,3,3,1,1
390500,2712,31,0,26,1,100722,4,4,1,1
300000,2713,32,0,28,2,23582,2,2,1,1
21645050,2714,41,1,22,1,83969,2,3,4,0
2646250,2715,30,0,20,1,56807,3,3,2,0
4168880,2716,32,0,21,0,38744,1,1,2,1
458250,2718,35,0,12,2,61569,1,1,1,1
1811510,2719,30,1,26,0,27634,1,1,1,1
453060,2720,43,0,25,1,14375,1,1,1,1
2726900,2721,39,1,26,1,50168,2,2,1,1
450180,2722,34,1,9,1,77778,2,2,1,0
0,2723,43,0,0,2,47303,1,1,1,1
1646410,2724,38,0,19,2,37944,1,1,1,1
19356940,2725,35,1,6,0,73538,2,3,3,0
394000,2726,25,1,20,2,45675,1,1,1,1
14852170,2727,32,0,23,2,36085,2,3,2,0
5302040,2728,27,0,10,2,28318,1,1,3,0
18503930,2729,35,1,1,1,107274,4,4,1,0
12580670,2730,32,0,7,2,69924,2,2,2,0
8353280,2731,44,0,14,2,27828,1,2,1,1
6703630,2732,33,0,3,1,53480,1,3,1,1
0,2733,29,1,1,2,56659,2,2,1,1
0,2734,38,0,1,0,49165,1,1,1,1
350210,2735,32,1,7,0,19037,1,1,1,1
0,2736,27,0,15,2,68957,1,1,1,1
0,2737,27,0,27,0,41730,1,1,1,1
5945900,2738,24,1,8,1,23068,1,1,1,1
0,2739,34,1,28,0,32108,2,2,1,1
20843460,2740,47,1,14,2,35598,1,2,4,0
1834440,2742,29,1,0,0,22217,1,1,1,1
116940,2744,42,0,6,1,128906,5,5,1,1
0,2745,33,1,18,0,46734,3,3,1,1
0,2746,32,0,27,1,36284,2,2,1,1
0,2747,38,0,5,1,50048,1,1,1,1
0,2749,27,1,20,0,66132,1,1,1,1
3140390,2751,32,1,8,2,53115,1,1,1,1
1038200,2752,29,1,12,0,66945,2,2,2,0
61583040,2753,40,0,2,0,144726,1,5,2,0
5735920,2754,30,1,25,2,62462,1,1,2,0
0,2755,36,1,2,0,78445,3,3,1,1
1354530,2757,37,1,16,2,56848,2,2,1,1
590220,2758,33,1,18,0,69141,2,2,1,1
5018600,2759,29,1,8,0,82260,2,2,1,1
0,2760,31,0,12,1,51471,3,3,1,1
3021440,2761,29,1,12,2,131805,3,3,3,0
4063950,2762,40,1,0,0,52682,2,2,1,1
3356980,2763,38,0,24,1,76756,3,3,2,0
309180,2764,30,0,17,1,42199,2,2,1,0
0,2765,26,1,9,0,38809,1,1,1,1
25164110,2766,37,0,13,0,53793,2,3,1,1
2565930,2768,30,0,0,2,80138,1,2,1,1
0,2770,32,1,18,1,49295,3,3,1,0
19597020,2771,41,1,3,1,91456,2,4,1,0
1784850,2772,23,0,18,1,51670,1,2,1,1
563400,2773,36,1,10,1,35607,1,1,1,1
4284010,2774,41,1,6,0,42313,1,1,1,1
0,2775,27,1,28,1,85112,3,3,1,0
0,2776,27,0,19,0,54397,2,2,1,1
0,2778,35,1,4,2,50180,2,2,1,0
0,2779,28,1,18,1,95133,3,3,1,1
8633370,2781,25,1,15,2,46952,2,2,4,0
0,2782,26,1,10,0,29582,1,1,1,1
21748820,2784,34,1,16,1,82815,2,3,4,0
0,2785,34,0,28,1,12105,1,1,1,1
2815090,2786,45,1,10,1,35370,2,2,1,1
977830,2787,28,0,12,2,69498,1,1,1,1
2298240,2788,30,1,19,2,70254,2,2,2,0
